	statename	activity_level	activity_level_label	Latitude	Longitude	year	month	day	mean_prcp	mean_tmax	mean_tmin
147	Arkansas	10	High	34.969704	-92.37312299999999	2015	2	14	2.857142857142857	7.821428571428571	-4.017857142857143
148	Arkansas	10	High	34.969704	-92.37312299999999	2015	2	21	2.857142857142857	7.821428571428571	-4.017857142857143
149	Arkansas	2	Minimal	34.969704	-92.37312299999999	2015	3	28	6.419354838709677	15.5	4.403225806451613
150	Arkansas	5	Low	34.969704	-92.37312299999999	2015	3	21	6.419354838709677	15.5	4.403225806451613
151	Arkansas	6	Moderate	34.969704	-92.37312299999999	2015	3	14	6.419354838709677	15.5	4.403225806451613
152	Arkansas	8	High	34.969704	-92.37312299999999	2015	3	7	6.419354838709677	15.5	4.403225806451613
153	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	4	25	5.633333333333334	23.066666666666666	11.066666666666666
154	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	4	18	5.633333333333334	23.066666666666666	11.066666666666666
155	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	4	11	5.633333333333334	23.066666666666666	11.066666666666666
156	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	4	4	5.633333333333334	23.066666666666666	11.066666666666666
157	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	5	30	9.32258064516129	26.93548387096774	15.612903225806452
158	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	5	23	9.32258064516129	26.93548387096774	15.612903225806452
159	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	5	16	9.32258064516129	26.93548387096774	15.612903225806452
160	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	5	9	9.32258064516129	26.93548387096774	15.612903225806452
161	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	5	2	9.32258064516129	26.93548387096774	15.612903225806452
162	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	6	27	2.433333333333333	31.816666666666666	20.716666666666665
163	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	6	20	2.433333333333333	31.816666666666666	20.716666666666665
164	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	6	13	2.433333333333333	31.816666666666666	20.716666666666665
165	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	6	6	2.433333333333333	31.816666666666666	20.716666666666665
166	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	7	25	2.129032258064516	34.41935483870968	22.774193548387096
167	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	7	18	2.129032258064516	34.41935483870968	22.774193548387096
168	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	7	11	2.129032258064516	34.41935483870968	22.774193548387096
169	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	7	4	2.129032258064516	34.41935483870968	22.774193548387096
170	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	8	29	2.4193548387096775	33.29032258064516	19.56451612903226
171	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	8	22	2.4193548387096775	33.29032258064516	19.56451612903226
172	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	8	15	2.4193548387096775	33.29032258064516	19.56451612903226
173	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	8	8	2.4193548387096775	33.29032258064516	19.56451612903226
174	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	8	1	2.4193548387096775	33.29032258064516	19.56451612903226
175	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	9	26	1.4666666666666666	31.566666666666666	17.2
176	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	9	19	1.4666666666666666	31.566666666666666	17.2
177	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	9	12	1.4666666666666666	31.566666666666666	17.2
178	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	9	5	1.4666666666666666	31.566666666666666	17.2
179	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	10	31	3.3225806451612905	24.822580645161292	10.693548387096774
180	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	10	24	3.3225806451612905	24.822580645161292	10.693548387096774
181	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	10	17	3.3225806451612905	24.822580645161292	10.693548387096774
182	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	10	10	3.3225806451612905	24.822580645161292	10.693548387096774
183	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	10	3	3.3225806451612905	24.822580645161292	10.693548387096774
184	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	11	28	10.8	17.716666666666665	6.55
185	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	11	21	10.8	17.716666666666665	6.55
186	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	11	14	10.8	17.716666666666665	6.55
187	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	11	7	10.8	17.716666666666665	6.55
188	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	12	26	7.096774193548387	16.177419354838708	3.5161290322580645
189	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	12	19	7.096774193548387	16.177419354838708	3.5161290322580645
190	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	12	12	7.096774193548387	16.177419354838708	3.5161290322580645
191	Arkansas	1	Minimal	34.969704	-92.37312299999999	2015	12	5	7.096774193548387	16.177419354838708	3.5161290322580645
192	California	1	Minimal	36.116203000000006	-119.681564	2010	10	30	0.4838709677419355	26.693548387096776	12.483870967741936
193	California	1	Minimal	36.116203000000006	-119.681564	2010	10	23	0.4838709677419355	26.693548387096776	12.483870967741936
194	California	1	Minimal	36.116203000000006	-119.681564	2010	10	16	0.4838709677419355	26.693548387096776	12.483870967741936
195	California	1	Minimal	36.116203000000006	-119.681564	2010	10	9	0.4838709677419355	26.693548387096776	12.483870967741936
196	California	1	Minimal	36.116203000000006	-119.681564	2010	11	20	1.1666666666666667	18.433333333333334	5.0
197	California	1	Minimal	36.116203000000006	-119.681564	2010	11	27	1.1666666666666667	18.433333333333334	5.0
198	California	1	Minimal	36.116203000000006	-119.681564	2010	11	13	1.1666666666666667	18.433333333333334	5.0
199	California	1	Minimal	36.116203000000006	-119.681564	2010	11	6	1.1666666666666667	18.433333333333334	5.0
200	California	1	Minimal	36.116203000000006	-119.681564	2010	12	18	3.838709677419355	14.564516129032258	5.758064516129032
201	California	1	Minimal	36.116203000000006	-119.681564	2010	12	11	3.838709677419355	14.564516129032258	5.758064516129032
202	California	1	Minimal	36.116203000000006	-119.681564	2010	12	4	3.838709677419355	14.564516129032258	5.758064516129032
203	California	3	Minimal	36.116203000000006	-119.681564	2010	12	25	3.838709677419355	14.564516129032258	5.758064516129032
204	California	6	Moderate	36.116203000000006	-119.681564	2015	1	10	0.12903225806451613	13.693548387096774	3.5
205	California	7	Moderate	36.116203000000006	-119.681564	2015	1	17	0.12903225806451613	13.693548387096774	3.5
206	California	8	High	36.116203000000006	-119.681564	2015	1	3	0.12903225806451613	13.693548387096774	3.5
207	California	8	High	36.116203000000006	-119.681564	2015	1	24	0.12903225806451613	13.693548387096774	3.5
208	California	9	High	36.116203000000006	-119.681564	2015	1	31	0.12903225806451613	13.693548387096774	3.5
209	California	4	Low	36.116203000000006	-119.681564	2015	2	21	0.6785714285714286	20.821428571428573	6.571428571428571
210	California	4	Low	36.116203000000006	-119.681564	2015	2	28	0.6785714285714286	20.821428571428573	6.571428571428571
211	California	6	Moderate	36.116203000000006	-119.681564	2015	2	14	0.6785714285714286	20.821428571428573	6.571428571428571
212	California	7	Moderate	36.116203000000006	-119.681564	2015	2	7	0.6785714285714286	20.821428571428573	6.571428571428571
213	California	2	Minimal	36.116203000000006	-119.681564	2015	3	28	0.1935483870967742	25.822580645161292	9.096774193548388
214	California	3	Minimal	36.116203000000006	-119.681564	2015	3	21	0.1935483870967742	25.822580645161292	9.096774193548388
215	California	3	Minimal	36.116203000000006	-119.681564	2015	3	14	0.1935483870967742	25.822580645161292	9.096774193548388
216	California	3	Minimal	36.116203000000006	-119.681564	2015	3	7	0.1935483870967742	25.822580645161292	9.096774193548388
217	California	1	Minimal	36.116203000000006	-119.681564	2015	4	25	0.3	26.483333333333334	9.683333333333334
218	California	1	Minimal	36.116203000000006	-119.681564	2015	4	18	0.3	26.483333333333334	9.683333333333334
219	California	1	Minimal	36.116203000000006	-119.681564	2015	4	11	0.3	26.483333333333334	9.683333333333334
220	California	2	Minimal	36.116203000000006	-119.681564	2015	4	4	0.3	26.483333333333334	9.683333333333334
221	California	1	Minimal	36.116203000000006	-119.681564	2015	5	30	0.25806451612903225	28.112903225806452	11.983870967741936
222	California	1	Minimal	36.116203000000006	-119.681564	2015	5	23	0.25806451612903225	28.112903225806452	11.983870967741936
223	California	1	Minimal	36.116203000000006	-119.681564	2015	5	16	0.25806451612903225	28.112903225806452	11.983870967741936
224	California	1	Minimal	36.116203000000006	-119.681564	2015	5	9	0.25806451612903225	28.112903225806452	11.983870967741936
225	California	1	Minimal	36.116203000000006	-119.681564	2015	5	2	0.25806451612903225	28.112903225806452	11.983870967741936
226	California	1	Minimal	36.116203000000006	-119.681564	2015	6	27	0.0	36.333333333333336	18.15
227	California	1	Minimal	36.116203000000006	-119.681564	2015	6	20	0.0	36.333333333333336	18.15
228	California	1	Minimal	36.116203000000006	-119.681564	2015	6	13	0.0	36.333333333333336	18.15
229	California	1	Minimal	36.116203000000006	-119.681564	2015	6	6	0.0	36.333333333333336	18.15
230	California	1	Minimal	36.116203000000006	-119.681564	2015	7	25	0.5483870967741935	36.20967741935484	19.93548387096774
231	California	1	Minimal	36.116203000000006	-119.681564	2015	7	18	0.5483870967741935	36.20967741935484	19.93548387096774
232	California	1	Minimal	36.116203000000006	-119.681564	2015	7	11	0.5483870967741935	36.20967741935484	19.93548387096774
233	California	1	Minimal	36.116203000000006	-119.681564	2015	7	4	0.5483870967741935	36.20967741935484	19.93548387096774
234	California	1	Minimal	36.116203000000006	-119.681564	2015	8	29	0.0	36.58064516129032	19.06451612903226
235	California	1	Minimal	36.116203000000006	-119.681564	2015	8	22	0.0	36.58064516129032	19.06451612903226
236	California	1	Minimal	36.116203000000006	-119.681564	2015	8	15	0.0	36.58064516129032	19.06451612903226
237	California	1	Minimal	36.116203000000006	-119.681564	2015	8	8	0.0	36.58064516129032	19.06451612903226
238	California	1	Minimal	36.116203000000006	-119.681564	2015	8	1	0.0	36.58064516129032	19.06451612903226
239	California	1	Minimal	36.116203000000006	-119.681564	2015	9	26	0.0	34.38333333333333	17.083333333333332
240	California	1	Minimal	36.116203000000006	-119.681564	2015	9	19	0.0	34.38333333333333	17.083333333333332
241	California	1	Minimal	36.116203000000006	-119.681564	2015	9	12	0.0	34.38333333333333	17.083333333333332
242	California	1	Minimal	36.116203000000006	-119.681564	2015	9	5	0.0	34.38333333333333	17.083333333333332
243	California	1	Minimal	36.116203000000006	-119.681564	2015	10	31	0.22580645161290322	28.806451612903224	14.129032258064516
